	 62	2019-06-03 09:00:11	1	1	1	0
	 44	2019-06-03 09:18:09	1	1	1	0
 	  2	2019-06-03 10:38:10	1	1	1	0
	 44	2019-06-03 11:58:11	1	1	1	0
 	  2	2019-06-03 11:59:01	1	1	1	0
	 55	2019-06-03 12:11:10	1	1	1	0
	 44	2019-06-03 12:12:12	1	1	1	0
	 62	2019-06-03 13:30:01	1	1	1	0
	 53	2019-06-03 13:44:20	1	1	1	0
 	  2	2019-06-03 14:28:22	1	1	1	0
	 53	2019-06-03 16:58:11	1	1	1	0
 	  2	2019-06-03 19:58:11	1	1	1	0
	  2	2019-06-04 08:58:20	1	1	1	0
	 55	2019-06-04 10:22:11	1	1	1	0
	 62	2019-06-04 11:28:01	1	1	1	0
	  2	2019-06-04 11:29:22	1	1	1	0
	 53	2019-06-04 11:42:13	1	1	1	0
	  2	2019-06-04 13:11:55	1	1	1	0
	  2	2019-06-04 13:18:33	1	1	1	0
	 62	2019-06-04 16:10:12	1	1	1	0
	 53	2019-06-04 16:22:01	1	1	1	0
	 44	2019-06-04 17:15:34	1	1	1	0
	 53	2019-06-04 17:33:11	1	1	1	0
	  2	2019-06-05 08:58:55	1	1	1	0
	 44	2019-06-05 11:58:01	1	1	1	0
	  2	2019-06-05 13:50:21	1	1	1	0
	 44	2019-06-05 13:52:11	1	1	1	0
	 44	2019-06-06 08:12:11	1	1	1	0
	  2	2019-06-06 08:58:21	1	1	1	0
	 53	2019-06-06 09:09:01	1	1	1	0
	 53	2019-06-06 09:22:10	1	1	1	0
	 55	2019-06-06 09:34:16	1	1	1	0
	 62	2019-06-06 10:56:22	1	1	1	0
	  2	2019-06-06 13:17:55	1	1	1	0
	 62	2019-06-06 14:67:13	1	1	1	0
	  2	2019-06-06 18:45:51	1	1	1	0
	 53	2019-06-06 18:45:52	1	1	1	0
	 53	2019-06-06 18:47:24	1	1	1	0
	 55	2019-06-06 18:55:19	1	1	1	0
	  2	2019-06-07 10:08:11	1	1	1	0
	 44	2019-06-07 10:11:20	1	1	1	0
	 55	2019-06-07 11:02:42	1	1	1	0
	  2	2019-06-07 11:44:25	1	1	1	0
	 53	2019-06-07 13:58:12	1	1	1	0
	 62	2019-06-07 13:59:54	1	1	1	0
	 55	2019-06-07 16:11:22	1	1	1	0
	  2	2019-06-07 16:16:24	1	1	1	0
	 53	2019-06-07 18:50:14	1	1	1	0
	 62	2019-06-07 18:55:55	1	1	1	0
	 55	2019-06-10 10:00:01	1	1	1	0
	 53	2019-06-10 10:05:33	1	1	1	0
	 44	2019-06-10 10:17:03	1	1	1	0
	  2	2019-06-10 10:55:22	1	1	1	0
	 62	2019-06-10 11:13:42	1	1	1	0
	 55	2019-06-10 15:56:14	1	1	1	0
	 53	2019-06-10 15:58:03	1	1	1	0
	 44	2019-06-10 16:23:12	1	1	1	0
	  2	2019-06-10 19:53:55	1	1	1	0
	 62	2019-06-11 08:12:19	1	1	1	0
	 55	2019-06-11 08:58:22	1	1	1	0
	 53	2019-06-11 09:10:08	1	1	1	0
	 44	2019-06-11 10:12:13	1	1	1	0
	  2	2019-06-11 10:37:44	1	1	1	0
	 62	2019-06-11 11:12:08	1	1	1	0
	 55	2019-06-11 13:11:11	1	1	1	0
	 53	2019-06-11 13:44:07	1	1	1	0
	 44	2019-06-11 13:55:04	1	1	1	0
	 62	2019-06-11 13:59:22	1	1	1	0
	 55	2019-06-11 16:12:55	1	1	1	0
	 53	2019-06-11 16:22:14	1	1	1	0
	 44	2019-06-11 16:55:11	1	1	1	0
	  2	2019-06-12 07:44:01	1	1	1	0
	 55	2019-06-12 09:55:14	1	1	1	0
	 44	2019-06-12 11:34:55	1	1	1	0
	 55	2019-06-12 11:55:25	1	1	1	0
	 44	2019-06-12 11:58:16	1	1	1	0
	 55	2019-06-12 15:11:09	1	1	1	0
	 55	2019-06-12 16:53:13	1	1	1	0
	 44	2019-06-12 17:22:25	1	1	1	0
	 53	2019-06-12 18:36:11	1	1	1	0
	 53	2019-06-13 09:35:13	1	1	1	0
	 62	2019-06-13 10:17:13	1	1	1	0
	  2	2019-06-13 16:35:17	1	1	1	0
	 44	2019-06-13 17:23:11	1	1	1	0
	 55	2019-06-13 17:47:10	1	1	1	0
	  2	2019-06-13 19:58:16	1	1	1	0
	  2	2019-06-14 10:32:12	1	1	1	0
	 44	2019-06-14 11:13:13	1	1	1	0
	 53	2019-06-14 13:14:14	1	1	1	0
	 55	2019-06-14 13:52:24	1	1	1	0
	 55	2019-06-14 15:13:32	1	1	1	0
	 62	2019-06-14 16:53:34	1	1	1	0
	 44	2019-06-17 10:32:13	1	1	1	0
	  2	2019-06-17 11:13:30	1	1	1	0
	 53	2019-06-17 13:12:11	1	1	1	0
	 55	2019-06-17 13:24:33	1	1	1	0
	 62	2019-06-17 14:24:11	1	1	1	0
	 53	2019-06-17 16:52:34	1	1	1	0
	 55	2019-06-17 19:53:53	1	1	1	0
	 62	2019-06-17 22:11:58	1	1	1	0
	 53	2019-06-18 07:31:11	1	1	1	0
	 44	2019-06-18 08:40:11	1	1	1	0
	 53	2019-06-18 11:04:11	1	1	1	0
	 55	2019-06-18 12:12:11	1	1	1	0
	 62	2019-06-18 16:55:11	1	1	1	0
	 44	2019-06-20 08:33:11	1	1	1	0
	  2	2019-06-20 11:31:23	1	1	1	0
	 53	2019-06-20 13:14:42	1	1	1	0
	 55	2019-06-20 13:15:44	1	1	1	0
	 62	2019-06-20 14:14:24	1	1	1	0
	 55	2019-06-20 19:53:14	1	1	1	0
	 62	2019-06-20 20:21:55	1	1	1	0
	  2	2019-06-20 22:24:24	1	1	1	0
	 62	2019-06-21 07:34:32	1	1	1	0
	 44	2019-06-21 08:35:13	1	1	1	0
	  2	2019-06-21 09:12:13	1	1	1	0
	  2	2019-06-21 10:42:40	1	1	1	0
	 53	2019-06-21 13:23:31	1	1	1	0
	 55	2019-06-21 13:43:13	1	1	1	0
	 62	2019-06-21 15:13:52	1	1	1	0
	 44	2019-06-21 16:13:13	1	1	1	0
	  2	2019-06-21 16:42:11	1	1	1	0
	 44	2019-06-24 07:15:41	1	1	1	0
	  2	2019-06-24 08:44:23	1	1	1	0
	 44	2019-06-24 10:32:53	1	1	1	0
	 55	2019-06-24 16:12:32	1	1	1	0
	 53	2019-06-24 20:32:12	1	1	1	0
	  2	2019-06-25 08:03:10	1	1	1	0
	 53	2019-06-25 09:11:14	1	1	1	0
	 55	2019-06-25 09:13:21	1	1	1	0
	 62	2019-06-25 10:44:55	1	1	1	0
	 44	2019-06-25 10:47:12	1	1	1	0
	  2	2019-06-25 10:55:35	1	1	1	0
	 53	2019-06-25 11:59:01	1	1	1	0
	 55	2019-06-25 12:01:11	1	1	1	0
	 62	2019-06-25 12:55:42	1	1	1	0
	 44	2019-06-25 15:10:24	1	1	1	0
	  2	2019-06-25 15:11:04	1	1	1	0
	 53	2019-06-25 16:33:14	1	1	1	0
	 55	2019-06-25 16:36:44	1	1	1	0
	 62	2019-06-25 16:55:52	1	1	1	0
	 44	2019-06-25 16:59:12	1	1	1	0
	 62	2019-06-26 08:12:11	1	1	1	0
	 62	2019-06-26 08:44:06	1	1	1	0
	 53	2019-06-26 09:11:45	1	1	1	0
	 44	2019-06-26 09:33:26	1	1	1	0
	 44	2019-06-26 13:12:11	1	1	1	0
	 53	2019-06-26 13:06:11	1	1	1	0
	 44	2019-06-26 16:13:45	1	1	1	0
	 55	2019-06-26 16:06:00	1	1	1	0
	  2	2019-06-26 17:55:01	1	1	1	0
	  2	2019-06-26 20:12:11	1	1	1	0
	 55	2019-06-26 20:50:55	1	1	1	0
	 44	2019-06-27 11:11:11	1	1	1	0
	 62	2019-06-27 11:52:16	1	1	1	0
	 44	2019-06-27 12:53:18	1	1	1	0
	 62	2019-06-27 12:54:22	1	1	1	0
	 44	2019-06-27 14:12:45	1	1	1	0
	  2	2019-06-27 14:18:11	1	1	1	0
	 44	2019-06-27 14:20:12	1	1	1	0
	 55	2019-06-27 14:34:11	1	1	1	0
	  2	2019-06-27 16:33:03	1	1	1	0
	 53	2019-06-27 16:44:34	1	1	1	0
	 55	2019-06-27 16:55:11	1	1	1	0
	  2	2019-06-28 07:12:11	1	1	1	0
	  2	2019-06-28 07:09:10	1	1	1	0
	  2	2019-06-28 08:58:22	1	1	1	0
	  2	2019-06-28 08:50:34	1	1	1	0
	 55	2019-06-28 09:18:09	1	1	1	0
	 55	2019-06-28 10:15:07	1	1	1	0
	 44	2019-06-28 12:22:11	1	1	1	0
	 53	2019-06-28 15:33:13	1	1	1	0
	 55	2019-06-28 15:12:21	1	1	1	0
	 62	2019-06-28 17:19:17	1	1	1	0
	 62	2019-06-28 17:38:12	1	1	1	0

